id,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price
119,"2026-01-05 12:10:24",CWL.N0000,43573,70125,-60.9400,2.7000,19,18,6017,12.500000,13.200000
120,"2026-01-05 12:10:24",HPL.N0000,114874,186212,-62.1000,38.2400,47,21,80206,25.500000,26.000000
121,"2026-01-05 12:10:24",TESS.X0000,2625690,4368930,-66.3900,4.7600,66,60,1212057,0.900000,1.100000
122,"2026-01-05 12:10:24",CARS.N0000,2592,4376,-68.8300,20.0000,18,12,164,743.000000,752.750000
123,"2026-01-05 12:10:24",EDEN.N0000,190784,322150,-68.8600,15.0000,46,34,62689,13.000000,13.600000
124,"2026-01-05 12:10:24",ACME.N0000,278163,477641,-71.7100,9.0900,42,35,141515,6.000000,6.200000
125,"2026-01-05 12:10:24",HPFL.N0000,56213,98204,-74.7000,25.3000,52,31,11389,13.500000,13.900000
126,"2026-01-05 12:10:24",SIGV.N0000,11274,19787,-75.5100,33.3300,36,18,4220,139.000000,140.250000
127,"2026-01-05 12:10:24",DFCC.N0000,93850,165621,-76.4700,34.0700,61,30,12941,152.000000,152.000000
128,"2026-01-05 12:10:24",KVAL.N0000,8527,15051,-76.5100,17.2400,17,12,1000,92.200000,92.600000
129,"2026-01-05 12:10:24",CABO.N0000,4264,7539,-76.8100,-5.8800,16,18,462,166.250000,166.250000
130,"2026-01-05 12:10:24",VLL.N0000,240294,438276,-82.3900,48.9400,70,24,55100,22.200000,23.000000
131,"2026-01-05 12:10:24",HNB.N0000,47774,87850,-83.8900,37.5000,44,20,2998,400.000000,400.000000
132,"2026-01-05 12:10:24",CWM.N0000,9929,19101,-92.3800,-12.0000,22,28,1285,155.000000,157.250000
133,"2026-01-05 12:10:24",DIMO.N0000,1479,2864,-93.6400,7.6900,14,12,200,2039.750000,2052.500000
134,"2026-01-05 12:10:24",SEMB.X0000,94404194,182820111,-93.6600,-32.2500,291,568,73714629,0.200000,0.300000
135,"2026-01-05 12:10:24",LOLC.N0000,35536,68987,-94.1300,-21.8800,25,39,6820,565.000000,565.250000
136,"2026-01-05 12:10:24",HELA.N0000,4724842,9219703,-95.1300,8.1300,246,209,1623099,3.000000,3.300000
137,"2026-01-05 12:10:24",TKYO.X0000,121527,237848,-95.7200,-32.2000,20,39,29244,96.000000,96.600000
138,"2026-01-05 12:10:24",BPPL.N0000,81138,162276,-100.0000,53.1300,49,15,23630,19.800000,20.100000
139,"2026-01-05 12:10:24",CHOT.N0000,57690,115997,-101.0700,12.2000,23,18,27422,42.000000,42.000000
140,"2026-01-05 12:10:24",COCR.N0000,99518,201629,-102.6100,26.7300,64,37,35697,131.750000,131.750000
141,"2026-01-05 12:10:24",LDEV.N0000,72055,146046,-102.6900,28.3000,34,19,15005,22.000000,23.000000
142,"2026-01-05 12:10:24",ABL.N0000,246250,510598,-107.3500,-9.0900,30,36,20736,29.000000,30.000000
143,"2026-01-05 12:10:24",TAJ.N0000,5993,12516,-108.8400,-12.5000,14,18,2500,37.500000,40.600000
144,"2026-01-05 12:10:24",DPL.N0000,179605,376417,-109.5800,44.5800,60,23,37670,17.000000,17.300000
145,"2026-01-05 12:10:24",NDB.N0000,99666,209713,-110.4200,73.4300,124,19,40678,140.000000,140.750000
146,"2026-01-05 12:10:24",CSLK.N0000,1366082,2901958,-112.4300,-18.5600,79,115,109161,14.700000,15.600000
147,"2026-01-05 12:10:24",MELS.N0000,33469,71870,-114.7400,24.5300,33,20,5018,175.000000,177.250000
148,"2026-01-05 12:10:24",CBNK.N0000,1413514,3082235,-118.0500,41.1800,240,100,690410,9.500000,9.600000
149,"2026-01-05 12:10:24",LLUB.N0000,118019,258673,-119.1800,12.6800,40,31,16782,190.000000,190.000000
150,"2026-01-05 12:10:24",CINS.X0000,955,2111,-121.0500,17.2400,17,12,153,1725.000000,1775.000000
151,"2026-01-05 12:10:24",RIL.N0000,949447,2105690,-121.7800,-37.0100,40,87,449890,35.000000,35.200000
152,"2026-01-05 12:10:24",ABAN.N0000,3110,6921,-122.5400,0.0000,14,14,110,1380.000000,1410.000000
153,"2026-01-05 12:10:24",PMB.N0000,107427,239483,-122.9300,-7.6900,30,35,25550,13.500000,14.300000
154,"2026-01-05 12:10:24",CRL.N0000,522956,1185959,-126.7800,-22.4500,57,90,165000,5.000000,5.500000
155,"2026-01-05 12:10:24",SLTL.N0000,42785,97292,-127.4000,-2.3300,21,22,13477,83.000000,83.100000
156,"2026-01-05 12:10:24",JFP.N0000,598430,1368502,-128.6800,-62.1600,35,150,51775,14.500000,15.200000
157,"2026-01-05 12:10:24",AMSL.N0000,34801,79659,-128.9000,13.7300,29,22,10056,13.000000,13.500000
158,"2026-01-05 12:10:24",JETS.N0000,269178,631300,-134.5300,-8.2000,28,33,173680,20.000000,20.000000
159,"2026-01-05 12:10:24",SCAP.N0000,1116051,2634505,-136.0600,25.6100,103,61,365750,5.000000,5.100000
160,"2026-01-05 12:10:24",TSML.N0000,24565,58354,-137.5500,22.5800,19,12,11120,45.000000,47.200000
161,"2026-01-05 12:10:24",CITW.N0000,8357822,19943062,-138.6200,-23.8100,152,247,6241723,1.900000,2.000000
162,"2026-01-05 12:10:24",LAMB.N0000,217,520,-139.6300,-3.7000,13,14,71,1300.500000,1321.000000
163,"2026-01-05 12:10:24",MCPL.N0000,17421,42303,-142.8300,3.7000,28,26,3737,55.000000,56.000000
164,"2026-01-05 12:10:24",NTB.X0000,1102,2686,-143.7400,17.2400,17,12,275,380.250000,381.750000
165,"2026-01-05 12:10:24",CINV.N0000,32096,79221,-146.8300,4.5500,23,21,3350,128.750000,129.000000
166,"2026-01-05 12:10:24",TILE.N0000,57135,143762,-151.6200,4.7600,22,20,10310,50.300000,51.600000
167,"2026-01-05 12:10:24",ASIR.N0000,40316,102504,-154.2500,14.2900,28,21,10000,30.100000,30.200000
168,"2026-01-05 12:10:24",COMB.X0000,36216,93093,-157.0500,20.0000,42,28,9390,192.250000,192.500000
169,"2026-01-05 12:10:24",CONN.N0000,66057,171849,-160.1500,0.0000,26,26,7500,39.400000,40.300000
170,"2026-01-05 12:10:24",ASIY.N0000,277070,730602,-163.6900,23.1900,85,53,90172,9.000000,9.400000
171,"2026-01-05 12:10:24",KHL.N0000,226519,612588,-170.4400,37.1400,48,22,64015,22.300000,22.400000
172,"2026-01-05 12:10:24",OFEQ.N0000,720,1963,-172.6400,-6.6700,14,16,200,276.000000,317.000000
173,"2026-01-05 12:10:24",RCL.N0000,513608,1413237,-175.1600,-17.4600,52,74,156550,47.100000,48.300000
174,"2026-01-05 12:10:24",ASPH.N0000,62268955,172084348,-176.3600,-11.1700,342,428,45094337,0.400000,0.400000
175,"2026-01-05 12:10:24",SUN.N0000,198484,550447,-177.3300,34.7200,97,47,60099,35.000000,35.300000
176,"2026-01-05 12:10:24",HARI.N0000,161,448,-178.2600,10.3400,16,13,15,4810.500000,4950.250000
177,"2026-01-05 12:10:24",AGAL.N0000,35661,99397,-178.7300,15.1500,19,14,12287,52.500000,53.000000
178,"2026-01-05 12:10:24",JAT.N0000,198248,564046,-184.5200,50.4800,79,26,31460,47.900000,47.900000
179,"2026-01-05 12:10:24",MERC.N0000,73547,210976,-186.8600,53.4900,66,20,29837,37.000000,37.500000
180,"2026-01-05 12:10:24",UBF.N0000,3716588,10672098,-187.1500,-19.3100,140,207,1431407,2.900000,3.300000
181,"2026-01-05 12:10:24",CARG.N0000,1370,3952,-188.4700,23.5300,21,13,167,770.000000,770.000000
182,"2026-01-05 12:10:24",MARA.N0000,452147,1320991,-192.1600,3.6100,43,40,129768,6.900000,7.000000
183,"2026-01-05 12:10:24",ASCO.N0000,229483,685398,-198.6700,-25.0000,21,35,28150,47.000000,47.500000
184,"2026-01-05 12:10:24",DOCK.N0000,113387,340652,-200.4300,54.7600,65,19,23701,170.000000,172.000000
